pcp,insure,smoke,obese,healthfood,male,lt55,white,edu,unemploy,hhinc,commute,compressor,logMortRate
619,19.2027787,27.7,34,8.412189217,46.86,71.12,55.89,14.17,11.09,33067,21,0,-0.494296322
811,23.28093252,22.8,29.9,17.0038889,49.03,69.27,87.34,22.53,11.09,44069,29,1,-0.673344553
2130,22.48080585,27,31.2,16.27275334,49.7,75.73,69.89,20.82,9.71,42285,21,0,-0.653926467
2685,20.41134951,21.3,34.6,11.14088801,46.89,77.08,27.76,27.46,10.76,38021,21,1,-0.673344553
567,21.46942367,26.7,34.1,19.93852154,47.66,75.59,16.5,11.99,19.96,21399,26,0,-0.478035801
259,21.39156181,18.5,35.6,11.81857742,47.62,74.31,22.75,12.05,28.98,24387,22,1,-0.478035801
453,19.85540375,27.7,40,4.405259585,49.1,71.3,92.3,12.97,9.98,36740,24,0,-0.673344553
1811,19.85235633,26.6,29.5,8.57775529,49.22,74.2,72.82,20.5,10.27,49145,24,1,-0.616186139
443,20.50656526,13.7,33.5,5.536015584,48.49,68.75,46.55,13.27,6.42,32261,27,1,-0.616186139
178,22.81879195,17.1,38.6,4.367998537,48.6,72.67,13.73,20.4,17.29,23480,24,1,-0.653926467
343,23.42044658,27.5,33.4,1.470075209,48.74,67.69,38.52,14.66,14.3,27063,34,1,-0.579818495
1228,23.30529267,21.1,35.9,7.740836386,48.47,72.87,69.04,17.29,7.83,38044,22,1,-0.562118918
245,25.35460993,27,33,19.89370286,49.28,70.52,36.55,10.76,11.69,30206,29,1,-0.755022584
732,22.51982057,16.4,28.7,13.7355574,48.9,79.82,71.71,36.86,9.79,41343,18,0,-0.776528789
865,19.337225,17.6,30.5,5.145957151,48.32,78.35,76.23,34.08,7.22,51724,25,0,-0.693147181
1722,19.17209005,22.3,31.2,8.545028417,48.28,73.06,54.58,19.01,10.79,37165,20,0,-0.653926467
437,21.40117856,29.2,34.3,9.231675425,48.65,70.85,66.53,12.83,10.43,37477,38,0,-0.616186139
432,25.24199155,26.7,38.7,5.958986859,50.2,75.31,52.15,11.59,12.42,32953,33,0,-0.478035801
1423,17.34487814,23,31.5,7.292448606,47.72,74.83,69.45,21.75,6.98,43240,19,0,-0.597837001
913,22.75419357,23,36.3,20.87696098,47.7,76.43,25.2,18.59,17.37,24475,16,0,-0.562118918
1020,20.76584209,22.2,34.5,10.94596746,47.72,72.33,68.39,14.66,6.77,35502,28,0,-0.597837001
1203,19.54913981,25.4,32.7,10.72251717,47.65,74.14,53.98,21.38,14.34,38672,21,1,-0.673344553
1052,15.00214112,13.6,27.5,5.958027882,47.87,76.45,56.65,46.27,5.35,63156,23,0,-0.430782916
601,22.59078056,26,30.3,8.967920564,48.47,71.63,66.26,12.33,11.22,29010,34,0,-0.544727175
536,23.11149296,30.6,38.6,6.488774021,49.36,72.34,49.44,11.33,10.93,39137,30,0,-0.597837001
813,20.57907335,23.2,36.6,2.91301709,47.63,70.04,67.99,14.15,12.28,36708,24,1,-0.693147181
383,20.22108084,19,36.5,29.27664131,46.74,68.23,52.6,15.72,9.63,30993,24,0,-0.579818495
608,24.10759469,27,35.6,2.392086901,48.05,73.78,59.95,13.81,11.17,36830,24,0,-0.562118918
536,22.38747334,24.6,35.1,5.859561125,48.24,72.25,63.6,15.78,9.41,38265,26,0,-0.616186139
286,26.35323229,13.6,35.2,9.625027637,47.83,72.83,27.48,11.16,18.7,26231,27,0,-0.616186139
737,20.96169645,15.7,27.5,15.83491374,49.83,81.39,58.34,42.59,14.05,32348,19,0,-0.673344553
838,20.67022341,24.1,38.7,12.4886666,47.99,74.01,48.56,14.93,12.91,36651,24,1,-0.597837001
1197,22.80770147,29.8,29.9,5.916896289,49.21,70.5,84.4,13.47,11.94,40997,34,0,-0.597837001
251,22.01384882,24.2,33.3,3.15767803,48.69,70.91,77.24,8.38,13.07,33097,29,1,-0.616186139
1117,20.14293277,27.4,34.1,4.586054092,47.55,72.51,46.05,16.25,10.48,31926,24,0,-0.579818495
506,23.42380603,24.9,34.6,4.501738011,49.02,74.52,79.43,12.16,7.59,40991,25,0,-0.713349888
436,20.74636306,24.1,33.7,2.799873346,49.23,71.73,84.26,11.79,11.12,33811,24,0,-0.713349888
201,21.95871761,29,34.9,22.79027869,47.54,72.4,29.32,13.59,18.99,24212,23,0,-0.510825624
1638,16.01288564,20.3,29.6,7.928369257,48.42,75.9,77.33,28.69,5.93,58811,26,1,-0.733969175
567,27.36081392,23.5,34.8,9.057350898,48.37,75.1,59.01,11.23,12.88,34555,24,0,-0.527632742
351,21.39785413,23.2,34.9,3.819002371,48.08,72.01,62.88,13.41,10.92,36097,34,1,-0.634878272
367,22.51756356,16.6,37,5.278187596,48.16,70.24,74.68,13.64,4.75,37356,29,0,-0.616186139
533,21.73671027,24.2,31.1,8.22029716,50.28,74.26,78.65,13.1,13.28,45141,32,0,-0.597837001
656,21.51730461,20.7,36.9,16.3558458,52.57,77.68,25.44,13.84,21.46,27941,19,0,-0.46203546
366,21.92259452,19.7,33.1,37.95817856,57.06,76.01,43.44,9.71,13.03,31860,25,0,-0.562118918
690,20.48288894,23.8,33.2,14.97570408,48.76,73.68,66.88,16.83,10.46,42902,29,1,-0.634878272
381,22.99054374,25.1,38.4,4.102709211,49.17,72.5,80.55,10.74,12.86,35024,23,0,-0.653926467
402,22.94462295,20.2,32.2,0,48.32,67.34,94.34,11.25,12.48,34499,23,0,-0.653926467
192,17.85451874,27,39.2,19.60360576,47.14,79.06,21.94,17.6,11.82,31406,21,0,-0.562118918
410,23.52181215,30.4,33.2,6.2664705,48.52,73.19,82.42,14.88,10.51,35389,25,1,-0.733969175
464,24.59448972,20.1,34.2,13.56807426,47.93,70.1,53.24,12.97,10.34,34934,38,1,-0.597837001
819,18.44847549,25.8,34.4,11.57804528,47.77,72.56,50.04,25.24,9.59,40941,18,0,-0.673344553
1400,20.34018427,23.7,38.9,9.420683801,46.68,73.9,26.9,18.71,22.45,28936,17,1,-0.544727175
445,22.16099529,18.2,35.1,1.58865833,47.86,72.83,59.31,10.34,10.99,29254,29,0,-0.562118918
274,21.58719028,22.9,32.5,5.947416748,48.96,70.8,78.74,19.02,13.76,33769,29,0,-0.527632742
262,21.74515236,22.6,38.1,7.932657481,53.27,72.23,28.85,14.61,11.91,32044,36,0,-0.562118918
415,22.84145948,20.3,37.5,8.485786157,48.68,69.21,51.57,17,15.62,33969,28,1,-0.616186139
341,20.63476751,22.4,35.4,12.06729624,48.31,68.11,59.7,11.09,5.52,33900,25,1,-0.579818495
371,20.04730643,24.5,35.8,21.58376991,55.18,76.99,38.68,12.45,20.94,27489,28,1,-0.616186139
467,25.07998331,11,23.9,8.486976848,49.89,65.4,95.52,27.19,6.35,42577,14,0,-0.733969175
1113,30.27476255,27,27.9,24.45056283,49.46,78.07,32.96,15.78,20.62,42650,19,1,-0.415515444
1012,31.02298649,30.3,33.9,20.08684287,50.9,73.96,47.96,17.26,10.95,37065,16,0,-0.562118918
212,23.07197943,11,25,11.09793548,51.78,64.89,95.03,21.29,4.51,48211,26,0,-0.634878272
430,22.05809335,15.6,24.4,11.18424766,50.29,60.71,96.69,29.13,3.85,48979,28,0,-0.755022584
3177,19.72819461,17.8,26.7,8.209503475,50.02,70.78,89.33,25.51,5.47,45091,16,0,-0.653926467
378,27.39552554,15.3,29.2,34.69788132,49.72,67.22,75.99,24.44,4.05,41270,17,0,-0.673344553
627,19.30677375,14.6,26,17.58928081,49.27,67.57,95.36,19.49,3.58,46125,14,1,-0.562118918
501,17.75501494,15.4,27.4,10.20867228,52.77,68,95.48,18.28,2.17,49955,17,1,-0.597837001
441,19.9276411,29.1,24.9,3.332512362,52.86,63.72,93.56,18.62,7.43,41015,21,0,-0.562118918
166,18.66776316,14.8,30.6,5.385818117,51.29,68.85,97.13,16.36,3.39,51595,12,1,-0.616186139
701,23.42896175,15.5,25.7,11.89298563,50.14,60.2,96.27,27.56,3.38,42865,13,0,-0.693147181
3687,23.70492785,16.9,20.2,3.999621016,49.87,68.39,95.42,28.07,8.25,46858,19,0,-0.673344553
2733,19.13006279,13.4,15.3,4.320710287,51.52,78.11,95.16,46.69,6.37,54298,17,0,-0.733969175
1434,29.81391917,35.2,30.3,10.32755634,48.34,78.5,32.68,18.32,15.98,33493,13,0,-0.46203546
168,25.81344902,21,26,21.8926633,51.45,52.95,97.13,27.48,8.81,49583,26,0,-0.713349888
2608,23.04255319,30.2,29.7,16.05336323,50.66,73.79,72.61,23.49,4.36,44368,14,0,-0.562118918
547,17.24065519,17,21.2,12.54400052,51.92,63.38,95.19,33.5,6.27,61460,22,0,-0.597837001
126,29.40422806,8.8,28.6,20.35635232,49.63,60.7,98.71,32.1,4.27,45670,19,0,-0.755022584
4611,28.43235985,23,23.8,8.069143973,49.17,66.37,69.25,24.85,11.11,38492,21,0,-0.579818495
2479,15.5814341,17.3,19.8,6.28219025,49.75,69.38,93.55,37.59,5.62,55594,17,0,-0.653926467
1172,25.36146162,20.7,22.9,6.456813875,50.65,57.92,95.69,18.88,13.22,35603,19,0,-0.562118918
504,26.17292225,12.9,28.8,10.99263575,51.77,56.29,97.15,29.36,5.08,44764,22,0,-0.755022584
243,25.71163366,19.9,28.4,17.99901194,50.73,56.21,98.04,12.6,15.09,33060,24,0,-0.616186139
3430,21.54399328,17.3,16.9,7.906345431,50.27,74.65,92.52,40.24,9.14,47029,17,0,-0.653926467
313,24.01564537,19.5,30.8,13.62335724,50.8,61.17,94.81,15.14,4.26,45096,34,0,-0.597837001
744,22.18282112,13.6,19.1,14.53943306,49.84,64.24,96.34,33.39,7.3,42506,24,0,-0.653926467
304,28.56716418,16,32.3,10.80395737,50.41,63.69,87.55,19.79,4.7,38426,17,0,-0.713349888
373,25.8225324,18.8,29.8,24.55579415,48.98,67.07,82.66,21.95,7.15,40969,17,0,-0.544727175
165,27.74049217,16,31.7,20.28693036,48.13,58.71,95.2,20.53,5.39,44167,16,0,-0.755022584
317,22.29241877,22.5,27.1,7.496421805,61.85,66.99,92.27,18.94,2.79,41326,18,0,-0.579818495
1353,22.75939358,19.3,19.2,1.966208935,49.49,62.03,95.82,24.18,9.32,38366,26,0,-0.653926467
561,20.1039261,18.6,29.5,9.908510785,52.03,71.73,94.38,17.31,2.92,61438,16,0,-0.634878272
1234,26.42956022,27.4,34.2,26.31968153,49.64,77.54,36.58,12.57,3.77,36825,14,1,-0.371063681
1092,24.2116709,21.1,28.8,10.23122301,49.38,73.04,60.99,22.91,10.03,50924,14,0,-0.478035801
732,29.92893168,21.9,26.4,21.79541222,50.95,55.74,91.67,15.52,10.4,31665,21,0,-0.653926467
256,21.17337345,13.1,31.5,11.26124356,50.57,60.8,93.28,21.31,2.99,47348,13,0,-0.527632742
1837,19.32334323,22.6,24.2,9.134753424,50.98,68.92,94.99,23.53,7.24,37503,15,1,-0.579818495
440,16.20229764,14.2,24.4,5.805563843,51.17,62.73,96.29,23.51,4.16,58326,27,0,-0.713349888
201,21.14631542,15,28.8,8.646735553,50.72,64.85,95.89,27.82,3.12,51797,19,0,-0.776528789
349,24.03100775,17.6,27.2,20.54155908,49.63,64.24,95.74,22.41,5.65,45572,19,0,-0.713349888
256,21.99421205,16.1,27.2,11.39170887,56.43,69.45,91.05,14.43,2.44,46917,15,0,-0.597837001
562,24.24650615,17.6,29,13.90121531,50.05,63.06,86.75,17.04,4.11,49198,18,1,-0.755022584
108,26.39138241,25.5,30.6,43.82079366,50.42,56.22,96.94,18.89,4.48,33825,11,0,-0.653926467
3629,19.59866751,17.1,24.6,6.638939889,48.99,71.99,90.59,28.68,4.53,51743,19,0,-0.673344553
2189,20.62673854,23.8,27.3,11.3023869,47.61,72.39,70.48,21.04,9.47,42592,24,0,-0.653926467
206,19.4728313,26,23.3,2.270291635,50.81,69.68,88.95,12.96,10.53,41676,25,0,-0.616186139
217,27.22555351,27.1,31.4,1.36273635,49.93,62.12,91.29,17.38,13.15,35319,27,0,-0.634878272
159,17.4308339,19.8,29,3.062507335,52.04,71.62,48.31,10.74,19.45,33388,25,0,-0.733969175
514,22.38277244,24,27.7,2.489243196,49.27,62.53,94.46,18.58,9.21,36244,28,0,-0.653926467
281,25.50052687,24.5,24.6,0,54.69,67.42,87.05,20.06,8.65,38138,23,0,-0.653926467
368,19.13158992,28.3,31,5.088411009,47.91,64.37,69.24,17.79,12.94,40671,24,0,-0.653926467
159,17.26260805,18.5,31.7,4.747871045,50.04,66.67,36.15,11.11,15.23,29388,25,0,-0.634878272
257,21.74932745,20.6,33.2,3.223994925,47.81,67.67,57.81,11.49,12.89,29532,25,0,-0.653926467
843,19.71166325,21.4,25.6,4.846614883,48.72,57.86,83.83,25.41,13.16,46955,24,0,-0.776528789
2227,20.10719243,20,20.9,8.64738557,48.13,68.96,88.52,35.06,7.98,45642,20,0,-0.733969175
1143,20.49661765,24.2,29.9,12.21653208,49.99,68.96,84.72,17.39,13.09,37735,21,0,-0.616186139
2171,17.66773988,19.3,23.6,5.795144342,48.8,77.04,76.29,26.17,11.11,53935,26,0,-0.616186139
1011,19.13035899,22.5,28.6,15.71530654,49.14,69.28,89.93,13.43,13.57,34853,23,0,-0.562118918
89,15.87595464,17.2,24.1,0.981126736,50.09,73.58,82.26,19.35,10.99,62194,35,0,-0.634878272
453,18.99746003,21.4,30.4,6.974055468,49.09,63.56,88.85,24.19,11.04,47179,23,0,-0.634878272
192,18.27101276,35.8,27.9,6.125264676,50.58,66.25,62.61,10.71,12.12,38318,32,0,-0.579818495
2281,19.54593964,22.5,28.4,9.892266903,49,71.6,81.74,21.53,9.21,45397,22,0,-0.562118918
662,19.2429574,20.4,21.2,3.47771262,49.03,63.59,78.61,36.18,9.76,57140,27,0,-0.713349888
424,21.61507533,25.1,30.1,0.121930826,48.94,58.01,93.27,18.38,9.75,34507,22,0,-0.693147181
105,19.14515447,29.9,29.2,7.391829739,48.25,63.84,63.8,20.91,12.62,37154,29,0,-0.616186139
187,21.83879407,20.7,29.2,1.633954981,48.86,56.46,96.5,20.11,13.54,36089,19,0,-0.776528789
491,17.96703432,24.3,31.3,5.560004724,47.97,70.26,76.11,16.49,13.53,39197,24,1,-0.616186139
371,21.27843612,23,28.3,1.37849637,49.31,69.99,61.14,12.74,10.63,34597,24,0,-0.653926467
677,18.67888598,22.1,29.4,6.231038037,50.38,71.9,70.5,21.59,12.87,47295,21,0,-0.653926467
2631,16.43409109,22.1,30.3,12.79758069,48.66,79.91,52.05,22.92,13.03,44778,21,0,-0.616186139
255,20.28115952,30.9,26.6,9.921220587,49.71,66.67,90.75,29.43,6.46,55520,19,0,-0.693147181
2393,18.79154166,25.7,32.3,6.409578282,48.99,71.12,86.59,17.86,11.9,42866,24,1,-0.616186139
253,16.30202384,22.5,26.1,2.703899011,48.9,67.89,87.97,25.63,8.56,49591,26,0,-0.673344553
345,26.56080267,20.4,33.7,0.817056903,49.37,72.13,58.85,10.42,11.96,34787,24,0,-0.693147181
3019,19.30229711,13.6,20.3,6.24687874,48.03,78.53,50.33,45.6,8.07,52038,22,0,-0.713349888
386,18.39605524,20.9,29,9.485459163,46.63,69.97,38.79,10.74,16.9,33892,22,0,-0.616186139
2483,18.65882471,19.7,21.7,12.03363768,47.48,74.04,66.77,32.14,9.77,46003,21,0,-0.597837001
340,20.90356077,26.7,28.6,2.173516896,49.69,72.61,67.58,18.19,12.12,42763,30,0,-0.597837001
2332,19.21901739,25.8,28.6,10.68725872,48.46,72.94,77.1,18.55,12.7,42158,24,0,-0.673344553
192,22.67195018,22.4,27.7,1.71279158,49.01,64.57,89.26,16.57,10.16,37161,23,0,-0.673344553
344,16.64001729,22.8,29.7,2.732445849,50.99,72.72,61.56,17.67,9.98,49655,28,0,-0.597837001
3508,18.83849555,16.7,23.5,6.688385449,47.58,75.05,57.25,33.65,10.14,45050,21,0,-0.673344553
429,18.46330793,21.3,33.9,9.571837433,47.87,68.35,40.01,11.89,15.87,32834,23,0,-0.562118918
705,21.1333404,25.7,28.6,4.067403959,49.2,79.11,68.8,18.89,12.32,44417,28,0,-0.597837001
766,18.48556224,26.1,21.6,6.89388258,48.5,62.63,95.83,23.77,7.82,41795,23,0,-0.713349888
1348,20.87185623,17.4,23.5,5.2358243,48.37,62.16,91.35,28.27,8.31,46257,22,0,-0.733969175
200,17.61585102,26.5,33.6,6.309548506,49.95,68.77,35.93,14.35,16.31,32201,24,0,-0.597837001
785,22.55697266,20.1,30.1,9.488826009,48.88,82.81,47.37,18.43,13.55,43754,25,0,-0.579818495
2431,17.59154534,19.7,23.9,5.433217102,49.21,74,81.39,25.13,11.08,51889,25,1,-0.616186139
678,26.19797927,22.2,25,8.17944771,49.51,70.66,83.44,29.32,8.17,36705,19,0,-0.713349888
2381,18.69423956,25.4,27.8,1.658731868,49.22,77.31,78.54,20.02,10.04,49799,29,0,-0.597837001
105,20.95307385,44.2,33.1,0.001228397,48.32,64.47,63.9,13.69,10.79,37288,28,0,-0.713349888
350,21.98072463,20,26.3,9.414002631,48.94,73.53,68.34,20.17,11.24,46309,24,0,-0.527632742
421,19.71987775,16.1,35.6,4.843593739,47.6,68.88,54.09,13.87,12.64,35687,22,0,-0.653926467
438,19.14591379,17.3,25.5,5.0922181,49.49,71.62,90.12,19.87,11.56,48664,29,0,-0.653926467
500,17.16348521,23.1,31.5,3.284319423,50.66,68.55,90.25,13.91,12.84,36271,24,0,-0.653926467
538,24.17218543,20.9,25.5,2.38715292,48.82,58.78,93.37,22.39,9.51,38491,20,0,-0.776528789
240,18.60550459,22.4,26,3.558647739,49.48,65.78,96.16,20.3,8.9,38251,28,0,-0.733969175
192,17.98989899,11.8,30.2,1.025647929,47.09,64.42,53.69,12.87,16.27,36132,24,0,-0.579818495
4424,18.1865871,13.8,20.6,6.569616385,48.21,80.33,56.96,41.54,10.12,56472,25,0,-0.733969175
228,19.59044935,26,28.5,2.55284789,49.01,62.79,96.78,16.38,10.82,37487,22,0,-0.616186139
659,18.26433377,15.4,27.9,6.021148684,47.93,63.27,82.79,32.02,9.25,50393,24,0,-0.713349888
665,17.74973581,22.4,30.4,4.041505937,48.16,70.9,55.07,18.42,12.83,43341,21,0,-0.597837001
2473,18.95982582,18,21,7.882857877,48.27,72.65,80.81,37.17,10.03,49582,20,0,-0.798507696
194,17.31394455,21.5,34.1,2.689746985,48.64,62.89,40.14,11.14,17.26,31468,25,1,-0.634878272
2275,15.21177721,24.8,23.6,10.95485246,54.04,84.73,74.57,18.41,12.32,46141,24,0,-0.673344553
2196,16.42150308,11.6,16,11.3632814,47.73,77.68,75.43,56.21,7.54,57261,22,0,-0.634878272
284,17.60939501,34.8,29.3,9.117305185,48.67,73.38,58.25,18.93,12.62,45664,24,0,-0.597837001
353,19.93894166,28.1,26.6,3.343092121,50.16,69.81,76.52,21.6,10.69,44526,29,0,-0.755022584
125,17.76334639,21,28.1,0.535664495,48.03,61.33,72.58,16.67,11.68,45391,30,0,-0.634878272
263,17.18811048,27,29.5,2.580198408,48.68,69.26,68.76,13.99,12.88,43381,31,0,-0.597837001
2300,16.94459823,19.2,24.3,3.163911345,47.16,78.78,58.59,28.82,12.08,42011,20,0,-0.673344553
303,19.86959958,18.9,25.8,0.157033159,48.34,57.22,90.9,30.04,11.41,47534,27,0,-0.693147181
2432,21.66991446,23.4,28.8,7.156786779,49.37,71.93,88.59,14.12,10.13,41782,23,0,-0.579818495
263,21.86708294,26.1,32.7,4.989171039,48.95,71.63,62.37,13.09,15.45,34060,20,0,-0.616186139
2642,26.41970507,25.6,37.2,6.049396388,48.49,75.9,30.78,12.43,12.95,30581,23,0,-0.478035801
489,18.049391,27.5,29.9,11.48006585,48.17,68.12,75.47,13.13,12.29,38946,26,1,-0.597837001
2612,19.3644801,24.9,30.2,8.845813941,49.35,71.48,77.69,17.22,12.3,41925,24,0,-0.634878272
876,19.29481256,26.5,28.8,9.663434198,48.42,67.04,85.84,16.43,14.46,36863,24,0,-0.673344553
374,23.42263674,16.9,27.5,2.235117565,49.17,72.08,58.52,12.13,11.99,35731,26,0,-0.634878272
545,19.95657926,24.8,28.9,7.587761232,49,71.56,46.68,15.04,16.71,30834,21,0,-0.562118918
385,18.26656691,25.3,30.7,2.520357516,50.05,70.04,84.58,15.64,13.65,42010,26,0,-0.597837001
268,16.99219746,36.1,25.9,5.679327563,48.79,68.01,93.43,13.56,10.16,41944,28,0,-0.634878272
408,21.11587137,27.5,26.5,3.374193672,48.92,68.61,92.26,15.22,8.74,35894,25,0,-0.579818495
711,23.21093083,29.9,30.2,2.748927298,48.62,68.8,65.19,15.34,9.22,34632,20,0,-0.579818495
524,20.93240093,22.7,22.6,3.127927604,48.09,57.18,90.74,29.02,8.53,43959,24,0,-0.820980552
2532,17.16621104,16.4,21.2,3.522125606,49.38,78.97,81.39,32.27,9.21,65893,30,0,-0.733969175
294,18.85515775,27.5,31.6,4.682864463,46.71,71.24,43.38,12.65,11.73,34075,23,0,-0.562118918
4155,15.43859521,12.9,18.6,4.230302802,48.66,80.38,67.99,48.27,7.38,66579,24,0,-0.634878272
154,21.12339784,22.5,31.2,4.4680158,51.04,63.74,38.54,15.21,9.64,34953,29,0,-0.597837001
669,19.90235063,16.4,21.9,3.33824673,49.75,75.26,94.03,38.02,10.84,35491,19,0,-0.733969175
2069,19.9762768,23.6,31,8.215076758,49.11,73.98,56.75,17.21,12.78,41172,22,0,-0.713349888
996,20.51558605,28,31.9,5.543730342,49.32,67.2,91.08,12.92,14.54,32157,24,0,-0.562118918
551,19.89246528,12.1,30.5,2.824724987,47.48,71.11,51.07,18.37,12.37,39332,20,0,-0.597837001
224,20.8711776,25.5,28.1,0.42027391,49.07,69.67,90.81,13.02,8.78,38652,27,0,-0.579818495
260,22.79670133,21.4,30.6,0.000150844,48.64,62.67,96.64,18.71,10.93,39008,28,0,-0.713349888
150,13.58885017,11.2,28,10.85804,50.49,58.23,95.38,23.9,1.59,48553,20,0,-0.634878272
612,11.54115996,16.4,27.2,7.107089299,49.49,65.75,95.03,24.33,1.47,54009,18,1,-0.579818495
264,17.38164416,34.5,33.8,21.85295022,51.17,76.07,42.99,12.47,5.44,38729,17,0,-0.371063681
476,14.92750664,22.8,27.1,13.76500954,52.01,62.64,94.16,17.94,3.22,52593,22,0,-0.713349888
211,11.81965881,10.9,30.8,6.000713056,48.87,64.16,95.27,20.03,2.06,63750,15,0,-0.544727175
207,10.28781384,24.7,31.1,23.45509188,52.49,70.43,96.78,18.51,1.79,55455,23,0,-0.597837001
3612,9.618986346,13.3,21.2,5.476416025,49.4,73.28,92.56,33.39,2.68,64370,18,1,-0.713349888
5047,10.95201965,16.1,21.3,2.919901274,50.49,79.09,90.55,37.39,3.6,52993,16,0,-0.634878272
290,11.09209175,20.4,27.8,8.400693954,50.2,57.25,96.51,19.04,1.61,61989,13,0,-0.673344553
313,12.00404347,16.4,28.3,21.1926876,50.32,65.48,96.56,24.96,1.2,50634,13,0,-0.653926467
156,12.01525747,26.3,34.9,7.817957342,51.9,53.91,97.36,23.26,0.65,58036,14,0,-0.776528789
210,15.07246377,12.8,34,30.07559697,53.34,67.95,83.63,19.33,3.77,69063,23,1,-0.673344553
163,13.59550562,14.6,31.9,9.558299435,49.56,60.54,94.45,19.87,1.52,47917,19,0,-0.46203546
231,16.7917819,11.6,33,16.58378776,51.45,58.58,99.28,14.84,3.55,40375,16,0,-0.693147181
212,10.14717273,18.9,31.4,5.48795793,49.55,63.97,98.66,20,0.78,55089,15,0,-0.562118918
143,14.80090158,18.7,33.3,11.62465422,47.79,67.45,97.79,22.09,0.74,38542,14,1,-0.693147181
2215,10.91121495,14.7,23.3,11.60613104,51.5,78.55,89.56,32.64,4.29,47050,14,0,-0.510825624
167,12.02568593,15.6,32.3,7.145887744,49.11,53.06,98.89,18.41,1.86,51528,17,0,-0.562118918
157,13.20861678,8.3,30,31.70883206,47.15,61.75,95.69,16.03,1.25,51176,18,0,-0.616186139
174,16.39516553,15,29.6,39.91913447,51.27,59.61,97.53,19.05,1.64,56058,26,1,-0.755022584
293,12.20382993,26.6,28.3,26.95106501,52.17,60,98.57,22.08,1.86,54393,17,0,-0.713349888
143,18.6695279,16.2,30.5,31.41679479,48.03,56.22,98.47,14.02,1.66,49821,16,0,-0.693147181
367,14.88673139,18.1,35.1,35.48885401,52.51,65.62,97.65,15.69,3.62,51161,29,1,-0.713349888
221,16.30615641,18.6,37.8,7.337687707,48.21,53.84,96.59,18.14,3.26,37750,12,1,-0.634878272
323,14.10423453,25.6,31.3,15.15969451,52.67,76.55,78.98,21.12,2.74,67578,18,1,-0.579818495
665,12.88169294,18.8,31.8,14.40671964,50.69,60.53,91.48,17.56,2.17,53778,22,0,-0.634878272
541,9.519785946,15.1,26.6,4.62449262,51.65,66.62,95.69,19.78,4.94,66712,18,0,-0.634878272
1347,11.67549556,18.1,27,7.20197473,50.41,71.84,92.86,25.29,3.35,58949,20,1,-0.634878272
354,16.1122075,23.7,35.1,2.6223691,55.06,75.06,65.6,18.59,3.76,66250,17,0,-0.527632742
249,13.67753623,17.8,30.8,28.13477881,51.79,55.78,96.82,19.35,1.01,50640,20,0,-0.430782916
432,11.89903846,17.4,34.4,12.35175933,50.99,62.47,95.1,18.82,3.79,51613,16,0,-0.673344553
270,13.91059706,18.5,32.5,7.375894357,50.93,61.76,94.25,15.31,1.52,43125,13,0,-0.653926467
600,12.83716834,23.7,26.1,6.413548513,51.32,67.99,87.43,22.85,1.71,47361,12,0,-0.562118918
335,10.82341964,13.6,30.1,3.824490848,51.34,64.65,97.43,18.55,3.84,53472,17,0,-0.527632742
815,11.00585336,18.7,29.5,13.18363666,51.79,70.76,94.18,22.43,3.53,56396,18,1,-0.634878272
972,19.35205522,35.8,36.1,3.287292194,49.79,79.41,20.33,20.01,3.17,32781,19,0,-0.342490309
247,9.472304163,16.6,34.5,6.402168417,52.55,64.58,96.69,20.12,1.01,56845,15,0,-0.562118918
113,18.02002225,14.9,30.7,34.88030117,51.44,54.01,98.18,16.87,2.45,50395,24,0,-0.867500568
165,15.36113937,44.3,30.1,26.20975084,51.22,84.94,13.67,17.42,21.69,40152,16,0,-0.210721031
1067,10.20133583,19.1,26.8,7.712445251,51.37,73.84,93.13,24.35,2.7,70243,17,1,-0.653926467
129,13.24110672,12.1,30,28.53007747,52.83,61.66,99.45,17.39,3.32,53438,17,0,-0.755022584
1410,10.5943639,17.2,29.1,9.93661769,50.67,68.26,94.95,22.31,3.05,50926,13,1,-0.597837001
153,13.51667642,13.9,28.5,30.75769806,49.26,59.95,94.15,18.81,2.31,56574,14,0,-0.713349888
384,10.65599498,13.2,31.8,7.454025253,50.25,67.55,96.78,27.87,2.62,53641,19,0,-0.597837001
581,13.41141348,15.6,30.4,5.201247542,50.69,64.67,91.19,18.14,3.21,49780,16,0,-0.527632742
2817,11.6153221,17.8,28.8,13.48302854,51.9,77.64,89.2,25.25,2.58,59301,18,0,-0.653926467
760,12.79761905,15.4,31.4,12.25072763,48.86,56.06,98.19,19.69,1.24,44770,14,0,-0.597837001
1093,10.62767475,30,32.4,4.168578744,53.18,76.14,90.76,19.13,1.24,82823,17,1,-0.597837001
2750,13.91752577,15.1,24.6,7.731762478,50.22,71.52,93.95,22.29,6.68,51342,15,0,-0.634878272
696,15.46173125,13.4,29.4,15.74702989,49.76,62.53,98.62,18.26,1.93,45417,17,0,-0.713349888
666,12.28693182,12.5,30.3,8.881755017,49.91,64.07,99.39,15.44,2.76,47450,17,1,-0.673344553
1161,12.64403939,20.6,26.4,11.57464936,49.32,68.49,92.74,15.52,4.63,49367,12,0,-0.510825624
269,18.73754153,15,29.5,40.19646846,50.56,57.14,97.1,18.59,1.21,40083,17,0,-0.713349888
374,18.29530779,16.7,30.5,5.580770313,47.48,59.74,97.96,19.6,0.76,34645,12,0,-0.673344553
