pcp,insure,smoke,obese,healthfood,male,lt55,white,edu,unemploy,hhinc,commute,compressor,logMortRate
350,19.97259184,28.4,31.9,10.04669536,47.93,70.97,57.53,12.03,8.86,41486,29,1,-0.579818495
4272,17.6734209,17,25.2,11.46346952,47.96,76.7,48.84,34.13,8.01,48535,23,1,-0.634878272
433,20.77389444,26.5,34,5.825611778,56.31,76.96,28.97,9.37,18.25,24947,16,1,-0.478035801
212,19.872175,21.1,30,8.538297215,53.61,70.15,53.75,12.89,6.53,46220,32,1,-0.478035801
334,18.00816616,26.3,30.9,7.684303466,50.89,74.8,68.67,12.62,8.6,30323,30,1,-0.510825624
717,23.74704492,25.8,38.3,5.657101648,48.61,70.6,66.52,11.96,9.52,30607,23,1,-0.693147181
334,20.90953131,29,32.4,7.510272233,56.47,75.85,79.54,9.36,10.25,39729,34,1,-0.562118918
821,20.97784616,20.1,34.4,5.391180203,48.8,75.19,62.4,14.34,10.26,45022,24,0,-0.579818495
275,17.4779805,16.4,35.3,2.972276167,51.06,74.43,49.21,12.72,8.08,45692,24,1,-0.562118918
266,19.77762006,19.3,33.5,10.39193735,51.1,69.69,68.12,13.25,7.98,36466,30,1,-0.494296322
3560,22.15369865,20.8,30.2,4.361534551,48.53,72.32,63.67,23.84,7.36,47871,24,0,-0.527632742
590,20.31769763,28,32.9,2.989787161,49.05,72.88,79.51,14.33,10.35,40335,31,1,-0.510825624
2186,19.98338625,22.3,25.8,9.212848045,48.87,77.78,70.08,29,6.47,51406,23,1,-0.634878272
1235,20.72774293,22.6,33,9.855728603,49.41,75.14,79.5,15.06,6.78,50396,26,1,-0.579818495
227,20.4228984,26.3,29.3,3.216070501,51.07,72.29,85.83,13.02,6.91,41173,40,1,-0.562118918
606,23.67123585,14.9,26.9,16.38997123,48.45,78.56,54.61,34.62,12.34,34210,20,1,-0.653926467
1150,18.4361841,23.8,28.8,5.206405248,49.38,77.89,91.44,17.27,7.9,57478,34,0,-0.597837001
499,21.03061,24.6,34.8,2.485058901,50.11,75.75,36.08,11.41,19.19,24028,15,1,-0.527632742
612,22.34295267,21.9,37.6,13.92309595,47.82,70.24,50.84,13.26,10.4,28304,25,1,-0.527632742
487,22.2204872,27.1,33.4,14.89510692,47.67,73.95,54.76,20.57,11.24,33629,23,1,-0.616186139
2291,23.11731649,19.9,28.6,12.06167226,47.97,75.8,34,34.44,11.58,36964,23,0,-0.544727175
1896,21.44596209,21.1,32.1,19.23109897,47.85,75.67,60.18,22.78,7.93,39111,20,1,-0.562118918
292,16.66908178,23.4,31.8,13.59272916,49.42,76.71,69.27,15.42,5.15,54835,26,1,-0.544727175
208,19.60237732,13.9,30,5.934676678,47.92,68.63,61.99,12.64,6.07,46158,29,0,-0.634878272
2001,20.93259955,23.4,32.4,14.70682415,48.23,73.43,64.05,18.16,8.58,41305,23,1,-0.673344553
605,20.94945993,24.4,33.6,7.753179901,48.45,71.53,58.7,11.24,11.61,37681,30,1,-0.579818495
640,22.92166384,17.7,33.4,4.703317656,48.18,72.28,62.71,14.7,10.83,38708,20,1,-0.597837001
342,24.90367776,23.7,33.1,10.87400041,49.51,68.46,70.07,13.75,10.58,36513,31,0,-0.544727175
401,22.63038167,21.6,36.5,18.22471347,50.11,79.55,73.88,12.55,12.21,44706,26,1,-0.494296322
659,15.11766104,19.8,32.9,15.4772252,48.82,76.81,70.53,20.1,8.2,57785,26,0,-0.597837001
445,23.62678706,21,32.7,4.001295314,48.75,69.93,44.71,8.89,15.26,35262,36,1,-0.634878272
287,15.51705643,20.3,32,4.982360933,48.37,72.72,48.61,13.36,10.99,53259,25,1,-0.653926467
511,18.37497492,17.4,32,13.88883602,48.61,76.05,42.84,15.18,10.85,50716,27,0,-0.597837001
906,19.18224889,25,34.6,6.411934116,47.91,73.34,56.47,13.07,6.17,33928,27,1,-0.544727175
486,20.66470524,25.1,29.8,2.962595938,49.11,75.11,66.02,13.9,7.79,42948,27,0,-0.616186139
860,23.45577938,22.1,32.4,10.79353997,49.35,73.9,60.02,11.15,11.72,41956,22,1,-0.579818495
2385,16.09296476,20.4,24.6,5.848799529,48.63,72.49,83.73,30.37,7.76,61942,32,1,-0.653926467
1212,20.55238095,20.1,32.9,11.05525222,48.51,75.8,67.1,19.28,12.47,40721,30,0,-0.579818495
292,24.68095353,25.6,37.8,32.55901137,47.84,65.73,42.93,9.84,10.39,26178,22,0,-0.673344553
1351,22.14260891,23.9,33.7,11.53000665,49.53,76.42,71.07,12.88,6.96,49932,24,1,-0.562118918
366,21.16978067,25.9,33.4,6.565024737,49.79,67.89,71.39,11.57,7.59,35115,32,1,-0.597837001
1058,20.64568584,23.8,31.2,2.225500921,48.53,74.65,81.23,12.97,8.25,47344,29,1,-0.562118918
592,18.61757942,26.7,29.3,14.65245152,52.02,81.15,77.07,18.65,7.51,46867,20,1,-0.562118918
797,22.5284926,27.7,34.9,10.08764575,49.11,71.08,67.52,11.04,16.13,31750,33,1,-0.562118918
501,20.39623546,25.7,34.3,10.30727189,48.84,69.62,63.86,14.43,10.58,35292,24,0,-0.597837001
252,17.71340435,20.5,29.3,4.356810016,49.07,76.11,59.83,17.98,6.11,49202,24,0,-0.616186139
487,23.60505667,29.5,34.4,2.715439603,50.64,69.9,81.8,10.14,9.58,31843,21,1,-0.527632742
265,21.27359323,20.7,35.7,12.78259678,52.71,71.62,67.02,12.34,6.85,32608,29,0,-0.510825624
3186,5.922591465,14.2,17.5,8.610210643,47.66,56.76,93.08,39.88,7.95,61597,24,0,-0.634878272
2281,4.754011012,17,20.7,5.792525741,48.19,64.91,91.96,31.29,9.43,49737,20,0,-0.713349888
20499,5.191705824,20.3,28.3,4.524563631,48.41,72.24,87.95,25.57,10,55957,27,0,-0.597837001
16525,5.433372969,14.1,21.6,4.514045916,48.1,71.82,80.29,37.24,8.46,68776,29,0,-0.544727175
1363,5.104203167,18.7,19.1,5.296028604,49,66.08,94.08,34.35,7.55,54072,24,0,-0.713349888
12163,5.667968043,18.8,26.8,5.310564738,48.17,72.49,78.18,25.45,10.95,50036,23,1,-0.544727175
2050,4.717197745,12.1,17.1,6.420244294,46.77,73.13,89.09,43.21,7.33,61460,23,0,-0.693147181
23294,4.463219785,11.4,21.8,2.90609867,48.74,74.19,79.58,51.29,6.82,83488,29,1,-0.579818495
8022,3.140870047,11.8,20.1,3.649731472,47.91,71.82,81.37,49.91,7.58,86469,32,0,-0.579818495
7059,4.288381748,17.8,23.1,6.097440343,48.64,71.08,85.34,33.98,8.81,75816,33,0,-0.46203546
13420,6.490317911,15.4,21.5,0.702759901,48.24,79.54,55.68,40.97,10.09,54169,29,0,-0.400477567
15735,4.54742057,18.1,23.3,4.703551237,49.28,73.77,85.52,34.14,8.55,65453,28,1,-0.673344553
1899,11.89929683,23,31.1,15.62455922,52,68.61,88.8,17.02,10.23,39794,21,0,-0.562118918
4419,8.97711101,15.6,22.5,3.359572275,49.47,74.81,74.81,37.57,6.6,89031,30,0,-0.634878272
7435,11.02250261,17,27.8,3.0525156,47.3,71.84,63.88,36.02,7.42,66940,29,0,-0.755022584
1738,7.814026428,19.8,24.7,4.641850914,49.47,75.11,81.45,29.27,8.34,95425,40,0,-0.653926467
1334,14.69512624,22.5,29.8,2.257186999,48.63,72.79,80.73,13.93,9.2,55605,34,0,-0.579818495
1569,8.062521324,17.7,21.4,3.741827832,49.44,72.47,92.78,32.74,4.76,85532,35,0,-0.634878272
1884,10.34106136,23.6,27.6,4.671100032,49.72,73.93,89.34,21.79,8.76,65124,29,0,-0.634878272
2432,8.904741732,15.6,24.1,3.729742995,48.31,78.4,49.42,26.8,7.14,91910,43,0,-0.597837001
1439,14.00037196,18.2,30.1,2.90725275,48,66.98,67.2,19.3,10.74,45628,25,0,-0.634878272
4045,9.903986489,14.9,23.1,1.804304691,49.28,75.72,81.78,38.81,6.25,84480,35,0,-0.616186139
1648,14.02892228,19.5,30,1.917288928,49.49,66.56,97.43,18.44,6.86,46096,23,1,-0.673344553
2182,8.75143596,17.9,25.2,3.434700419,48.97,73.39,80.38,33.38,7.09,81016,32,1,-0.693147181
2494,8.055599862,8.4,18.4,1.717903497,49.05,76.46,60.75,60.38,5.15,110133,31,1,-0.776528789
1123,14.11021893,17.7,26.3,0.028150566,47.35,62.53,81.68,28,7.13,58201,27,0,-0.673344553
7982,12.74494319,7.9,17.4,1.220706071,48.11,74.43,56.24,57.4,6.47,98704,34,0,-0.653926467
5380,16.07590148,13.9,23.8,3.885012437,48.07,77.89,21.37,30.37,9.63,73856,36,0,-0.653926467
1990,10.12796621,17.5,23.8,3.111207466,49.22,69.78,89.57,34.15,6.43,86406,34,0,-0.653926467
2021,9.144324932,19.3,23.2,2.206039774,49.81,77.63,79.04,29.77,5.43,88190,29,0,-0.616186139
861,14.19851683,24.1,31.4,11.06882995,54.94,73.44,52.89,15.12,8.97,36716,23,0,-0.634878272
1923,13.4809417,12.2,21.6,1.595770433,47.54,59.75,82.3,33.42,7.31,58495,26,0,-0.653926467
2949,11.88946442,20.6,27.1,6.230943659,50.92,72.51,84.26,19.87,9.07,56477,28,0,-0.597837001
1864,14.15322145,18.8,28.9,7.113239097,47.61,74.21,68.7,27.72,9.24,52301,21,0,-0.597837001
1256,14.15330406,18.3,25.6,3.819569252,48.47,60.13,82.59,28.16,11.45,58820,23,0,-0.693147181
3925,14.75040905,23.9,30.3,1.225085843,47.13,76.33,30.27,27.68,13.92,41819,30,0,-0.494296322
3339,11.85831221,18.3,25.1,2.904217977,48.98,71.6,92.65,19.94,8.87,45765,24,0,-0.693147181
2934,15.06068863,23.8,31,4.297778475,49.25,63.98,95.27,16.96,7.45,37378,17,0,-0.693147181
8992,11.42204015,13.5,16.3,4.501536434,48.55,70.53,92.62,42,5.79,59560,23,1,-0.713349888
2003,14.37956804,18.1,22,0.589282564,49.06,66.34,97.02,24.5,8.71,41665,24,0,-0.693147181
2466,15.77622248,17.3,20.8,2.068447755,48.89,62.86,96.82,32.62,7.91,45747,23,1,-0.616186139
4315,11.76405877,19.2,21.9,2.701555746,48.49,68.18,96.18,23.87,8.42,46559,23,0,-0.634878272
2857,13.44592612,14.9,20.5,3.658266291,49.53,62.39,96.86,30.66,5.73,50515,18,0,-0.616186139
2700,15.12767898,17.3,21.5,1.459567704,49.34,59.44,97.41,32.29,5.04,50027,25,0,-0.562118918
2283,13.84316294,23,24.6,3.091947713,49.61,65.83,96.89,18.84,10,40695,28,0,-0.597837001
4852,13.97985993,20.2,26.1,5.906701995,49.32,70.51,95.2,24.24,7.96,44543,22,1,-0.616186139
1406,15.16131403,21.7,24.8,2.156861699,49.53,60.26,96.67,18.22,10.34,37110,25,0,-0.634878272
2106,11.4525429,16.4,19.3,2.533996573,48.15,66.21,96,32.28,6.66,55046,24,1,-0.693147181
2014,13.90216475,25.6,28.4,3.691808287,49.16,66.55,97.01,15.73,9.64,39792,25,0,-0.597837001
2623,14.03139056,19.4,24.2,3.251035781,49,65.4,96.87,28.97,8.29,43484,26,1,-0.653926467
2495,18.252724,22.7,30.2,5.400500324,49.33,62.69,91.85,20.23,10.68,38239,20,1,-0.579818495
6378,11.72581577,18.7,21.4,3.578245378,48.62,68.19,96.22,29.08,6.74,56701,28,1,-0.597837001
92,18.07971511,29.5,28.3,4.764905691,50.57,47.36,97.54,13.46,13.22,38019,22,0,-0.616186139
620,13.27005806,19.7,24.9,1.45916997,49.8,72.33,94.61,20.84,7.7,52472,24,1,-0.597837001
238,14.5769362,21.7,20.9,2.747669147,49.18,63.81,96.88,16.06,10.48,38353,17,0,-0.597837001
177,16.24819465,20.5,24.4,0.136809095,49.95,59.58,96.45,24.91,12.06,46480,25,0,-0.616186139
119,15.48615583,31.5,24.3,0.081441026,50.98,62.16,96.53,11.54,14.36,38129,27,0,-0.562118918
131,16.60225692,23.9,21.3,3.828731782,61,68.17,74.12,12.53,7.94,40935,18,0,-0.494296322
380,12.29119364,21.1,25.2,0.906604375,50.31,69.53,96.69,18.5,9.37,53730,27,0,-0.673344553
578,13.16727981,23.2,25.6,6.489257233,49.18,68.29,94.51,18.57,10.51,45715,21,0,-0.527632742
1302,15.87189441,20,29.6,8.395100298,48.79,69.03,78.06,24.81,10.61,44701,20,1,-0.527632742
237,14.7353122,14.8,27.8,6.168836063,51.46,70.55,94.78,13.14,9.13,42538,25,0,-0.713349888
670,14.2673556,25.8,25.2,8.902904878,48.86,70.97,82.9,19.56,11.62,43199,20,1,-0.653926467
318,14.35696144,24.4,26.4,1.630127557,50.15,66.87,88.92,16.93,10.48,45166,25,0,-0.579818495
221,14.84475913,20.3,19.6,1.334264089,49.35,63.49,95.23,27.11,9.62,46709,19,1,-0.653926467
410,17.01693227,22.2,26.9,6.451660384,49.64,60.07,93.27,16.79,15.78,39486,26,0,-0.616186139
561,16.98165841,22.2,24.1,10.08492547,54.97,71.94,71.5,19.36,13.1,40828,17,0,-0.616186139
207,15.71664851,26.2,28.6,3.38935578,49.63,63.18,96.54,10.54,16.11,33264,26,1,-0.510825624
448,10.50772901,16.4,23.9,3.44627166,49.48,72.47,93.51,28.73,7.19,60381,23,0,-0.653926467
487,14.80257612,22.3,25.8,7.062365067,49.5,63.32,94.34,17.99,10.95,42070,19,1,-0.597837001
189,11.81454684,27.5,22.2,9.614803181,49.53,64.72,96.85,21.43,8.53,44350,16,0,-0.597837001
624,11.23574438,21.2,25.8,5.354149848,48.78,70.46,87.74,24.18,9.34,55223,22,0,-0.673344553
553,14.65879119,21.4,19.5,5.832776528,49.5,66.09,92.48,33.29,8.75,51113,19,0,-0.673344553
2518,12.14129631,23.1,30.1,8.954240167,48.21,72.11,74.74,19.15,15.51,41879,26,1,-0.562118918
211,15.37919581,27.8,30.4,3.263741106,50.24,59.6,97.61,12.45,12.91,37725,30,0,-0.544727175
501,14.3068696,17.1,18.2,3.820377927,49.2,69.41,94.7,30.83,7.78,52487,20,0,-0.653926467
233,13.43563237,27,28.1,2.490754264,53.08,72.44,91.33,13.76,10.54,41833,22,0,-0.597837001
267,14.40204501,23.9,24.9,1.584180394,49.79,68.99,97.23,15.63,10.73,42183,23,0,-0.693147181
206,15.40689655,14.3,22.8,4.384580358,54.38,72.69,93.64,29.58,8.98,36443,15,0,-0.562118918
204,14.7357244,20.2,22.9,11.47472034,49.68,61.47,97.45,14.11,9.73,41290,20,0,-0.544727175
1411,13.01135493,19.4,20.2,13.44104175,48.54,77.25,76.05,36.55,9.98,45278,20,0,-0.597837001
307,13.16435952,18.5,23.8,1.703171837,53.18,75.49,90.94,14.23,11.25,48100,27,0,-0.653926467
206,15.77878707,22.3,23.4,10.3223141,50,55.37,96.35,14.47,14.18,36928,22,0,-0.527632742
515,16.17254389,19.9,20.2,3.951967994,48.58,79.84,88.64,26.13,12.15,37615,18,0,-0.544727175
907,12.71137391,21.2,25.9,9.857535681,51.19,71.38,87.6,19.04,11.76,45452,23,0,-0.616186139
1331,13.09878315,18.3,20.5,8.831521686,48.97,75.36,81.97,34.43,10.32,46356,20,0,-0.673344553
103,15.98176718,36.3,27.9,2.832931841,50.75,66.82,96.06,12.99,12.69,39986,28,1,-0.527632742
3150,12.83694873,17.6,20.7,5.239249285,49.06,76.69,81.77,32.6,8.88,52716,21,0,-0.597837001
446,13.37550471,21.4,26.2,3.233890384,50.4,70.47,95.8,16.81,12.37,53016,33,0,-0.579818495
627,12.07077654,16.8,24.1,6.506544122,50.66,70.29,92.52,19.67,10.19,48118,27,0,-0.673344553
822,10.16553005,16.7,18.6,3.89593351,49.95,72.33,96.65,32.95,7.47,73694,31,0,-0.597837001
244,20.90178259,24.2,25.1,11.76326456,50.32,57.94,75.61,17.86,12.73,38690,19,1,-0.579818495
3190,13.85978381,18.6,22.8,4.47707229,48.62,71.91,83.82,23.08,10.85,54059,27,1,-0.579818495
190,15.51266063,31.4,25.7,3.394574657,51.7,60.97,92.07,19.42,12.32,40408,20,0,-0.616186139
690,13.7593423,21.2,15.9,5.169332733,50.57,69.73,93.47,28.77,8.48,45066,18,0,-0.616186139
204,14.71611164,23.4,25.9,2.053974596,49.67,63.62,95.16,20.08,11.4,42156,18,0,-0.673344553
228,16.44230484,29,24.5,10.05376825,50.32,71.49,93.18,22.17,15.19,40396,23,1,-0.673344553
206,15.07148427,28.5,29.8,2.099618661,50.36,62.63,94.92,15.52,10.05,41293,21,0,-0.597837001
510,10.83622252,19,24.7,7.115416507,49.11,71.09,93.87,32.02,8.75,52613,20,0,-0.634878272
116,16.06344042,20.4,25.1,4.128258113,51.11,67.32,96.92,13.34,11.44,40983,23,0,-0.597837001
707,10.07871824,19.9,24.6,4.714984874,49.3,71.09,94.64,18.52,9.95,54911,24,0,-0.597837001
456,14.39605651,22.8,22.3,3.471159268,51.66,71.8,94.17,13.39,13,40739,30,1,-0.634878272
1172,13.57759676,26.5,24.4,14.31968973,49.59,72.28,80.83,17.58,14.05,41842,21,0,-0.634878272
337,15.80857841,23.3,24.6,1.409237885,50.37,69.13,94.69,13.02,12.91,42640,29,1,-0.634878272
5866,11.4087085,14.8,20.4,4.596463374,48.53,72.09,76.76,43.68,9.1,66436,26,1,-0.562118918
172,19.37031621,22.2,25,2.051740283,50.25,67.58,95.2,16.12,9.51,40969,23,0,-0.673344553
165,15.6824147,19.9,28.4,0.015195846,49.81,59.97,97,11.63,13.37,35850,24,0,-0.527632742
145,14.50385631,21.1,28.6,5.80426971,50.22,67.6,96.77,12.88,11.08,38899,25,1,-0.597837001
137,13.95926226,24.1,23.2,3.431916398,49.22,67.02,96,20.48,10.8,47693,20,1,-0.634878272
1498,12.01672492,16.1,20.1,8.672988758,49.14,76.08,89.82,30.52,7.39,58160,20,0,-0.597837001
179,15.16728625,25.8,29.6,8.895223553,50,51.27,97.01,13.28,15.15,33540,23,0,-0.527632742
1539,11.96454767,19.1,28,7.229308,48.41,70.09,75.59,20.1,12.15,43566,21,0,-0.527632742
835,12.85521668,25,22.8,10.59645981,49.56,70.05,93.77,17.34,12.88,48703,29,1,-0.634878272
314,15.17238711,22.2,27.6,4.167878405,49.64,71.02,92.62,15.01,10.74,44145,23,0,-0.579818495
250,15.78932311,24.8,25.7,1.988000951,49.46,66.74,96.88,11.6,12.73,41578,28,0,-0.579818495
382,13.24952136,21.3,24.4,7.02761064,49.39,70.71,97.03,15.07,11.46,47723,28,0,-0.562118918
312,14.63053329,20.7,27.6,3.256323155,50.22,68.27,96.43,13.5,11.68,44017,30,0,-0.579818495
440,15.23988133,20,29.4,1.469426212,49.47,70.69,88.14,18.35,9.45,46536,25,0,-0.579818495
1601,9.756605448,11.6,18.4,6.847503526,49.34,77.31,74.18,51.76,8.41,60805,23,0,-0.597837001
12021,16.64496508,20.9,27.7,4.030855386,48.05,74.02,53.13,21.65,16.8,41421,25,0,-0.579818495
196,13.55368882,24,25.6,4.289920781,50.09,69.18,96.48,16.7,11.51,40368,21,0,-0.579818495
238,13.52627963,14.4,23.5,12.00032091,50.76,53.55,95.37,14.78,8.1,42036,25,0,-0.673344553
2270,9.347454593,17,22.4,6.581608348,50.01,76.82,86.16,27.29,7.17,70464,28,0,-0.597837001
403,13.02588096,16.6,23.7,14.0507302,50.21,66.56,88.02,21.58,4.52,51470,23,0,-0.544727175
586,15.33480733,29.5,23.8,7.564716431,50.08,74.13,74.39,26.74,11.03,43990,20,0,-0.544727175
289,9.910229152,14.6,22,6.85492918,49.96,76.3,94.51,20.27,8.09,53006,22,1,-0.616186139
372,10.2942559,18.2,23.9,16.36314377,50.34,76.99,92.41,30.36,5.67,50977,17,0,-0.673344553
264,8.657208512,22.8,23.6,7.903191814,49.57,66.84,97.53,21.55,4.24,49527,15,0,-0.634878272
324,11.22692801,15.5,20.9,5.440176627,51.6,70.74,89.64,22.31,6.7,53429,21,1,-0.527632742
580,6.463400024,14.2,17.1,2.657047943,49.6,79.66,92.69,45.04,4.78,86391,25,0,-0.693147181
369,14.3692114,16,21.3,6.862821453,51.03,61.05,85.45,19.6,8.54,45567,23,0,-0.579818495
163,10.65830721,24.9,30.5,3.186591692,49.49,66.46,93.94,17.59,3.59,51523,18,0,-0.544727175
383,8.621852763,25.9,21.6,1.742459321,51.67,74.94,95.54,21.54,5.97,70223,33,1,-0.634878272
398,9.156587385,17.1,24.6,5.379654034,49.47,77.27,92.44,30.5,4.92,55582,19,0,-0.616186139
163,15.28617635,20.1,26.3,17.27749358,50.65,67.05,86.89,14.15,9.3,45105,26,1,-0.494296322
513,10.61843641,16.6,20.9,2.333382444,50.02,66.05,96.59,23.03,7.73,49186,22,0,-0.616186139
2845,8.605714765,15,17.1,4.716329522,49.13,76.67,84.47,39.54,5.88,74995,24,1,-0.634878272
280,9.702660407,20.8,21.7,9.693831765,49.98,65.21,97.74,24.19,5.16,52485,18,0,-0.673344553
135,11.54017658,17.3,26.5,5.379239386,50.16,62.64,97.66,17.01,4.83,45601,19,0,-0.653926467
195,12.21803387,16.4,22.9,0.648565637,49.87,66.22,98.32,18.72,4.8,51576,26,1,-0.653926467
301,10.93204514,18.6,24.5,11.49558252,49.45,65.24,95.04,15.26,5.24,45569,19,1,-0.616186139
449,9.817760455,19.3,21.2,5.811238009,50.05,68.6,94.96,23.54,6,57229,23,0,-0.597837001
11382,10.94342621,14.1,17.3,5.06712872,49.2,75.92,74.83,46.4,7,65033,23,0,-0.544727175
214,9.324175468,13.1,21.8,2.34367419,49.95,66.1,97.35,22.04,5.64,53359,21,1,-0.733969175
263,11.91149664,16.7,24.4,5.938448182,50.13,61.44,94.58,24.27,5.24,46412,22,0,-0.653926467
263,9.517915899,21,18.8,3.29779242,50.39,74.27,96.15,17.11,7.67,59588,33,0,-0.616186139
485,11.67532432,20.2,22.5,5.689970459,50.56,63.51,93.14,21.7,8.01,47122,23,1,-0.597837001
105,10.00122865,12.2,23.3,7.565059189,50.53,65.91,95.6,18.59,4.12,50907,18,0,-0.693147181
143,11.39382182,21.2,23.9,0.9362289,50.76,67.42,96.97,13.39,11.27,46872,32,0,-0.597837001
389,11.09515467,21.7,23.6,8.528926046,50.46,69.13,91.78,21.89,6.23,52043,17,0,-0.544727175
272,12.32330898,16.3,23.1,16.67273262,50.06,62.33,93.87,18.38,7.42,41725,17,0,-0.597837001
140,10.09991573,18.6,25.1,2.435683955,50.67,59.27,97.1,23.21,5.55,46850,22,0,-0.634878272
292,9.726353361,13.1,22.2,0.641268788,50.67,71.31,95.58,21.65,5.86,60296,25,0,-0.634878272
239,10.38038178,18.1,20,6.645041596,49.8,74.48,90.07,27.2,4.36,51182,15,1,-0.597837001
315,9.466872516,13.5,19.1,4.066402349,49.62,71.16,95.61,18.87,5.03,56234,22,0,-0.634878272
195,9.878438114,18.3,26.1,11.04773054,49.31,63.57,97.67,17.92,4.42,52579,17,1,-0.597837001
239,11.06358562,21.2,24.1,3.630792138,50.77,68.55,97.44,18.02,5.91,54049,24,0,-0.616186139
238,12.47329804,25.4,24.4,2.34803912,50.17,70.62,91.16,15.32,8.46,48763,29,1,-0.527632742
295,11.83406272,20.9,22.3,10.99403188,50.57,69.44,97.32,16.4,7.36,48080,26,1,-0.616186139
259,12.10812145,14.4,23.5,9.377162834,49.99,70.14,92.32,17.94,6.49,47623,17,0,-0.634878272
204,8.166404081,6.6,18.6,8.444546816,49.98,74.73,93.9,32.27,4.06,59963,16,0,-0.713349888
124,11.73080498,19.4,29.4,8.7492525,49.92,64.12,93.56,14.72,5,46758,22,1,-0.510825624
986,8.50453474,11.5,20.2,3.794436598,48.9,74.81,85.94,40.22,4.43,67089,17,0,-0.713349888
603,10.36141882,17,23.4,5.464888998,50.11,62.82,95.97,23.6,5.19,50914,21,1,-0.653926467
264,12.51355454,18.6,23.3,5.682436598,53.56,68.45,91.59,12.58,8.55,44680,30,0,-0.579818495
315,10.53291536,23.5,26.6,8.092484983,50.58,69.91,92.59,21.3,5.05,51025,18,1,-0.544727175
109,9.953051643,15,27.4,3.034754379,50.89,62.46,97.95,20.64,4.64,51789,19,0,-0.616186139
6134,12.09402379,14.5,17.6,5.838142135,48.57,75.47,69.85,39.77,7.86,55460,23,0,-0.430782916
195,12.01313937,18.8,23,15.07011831,50.21,65.9,89.16,16.3,5.02,47999,17,0,-0.562118918
159,11.09942561,14.7,24.1,15.85256377,50.59,65.91,94.94,15.64,6.02,52000,18,1,-0.527632742
497,10.55217453,10.3,20.4,4.953306965,50.8,75.27,90.1,27.52,6.27,60365,23,1,-0.616186139
161,9.907519709,10.5,24.7,8.269370158,50.98,71.65,94.04,17.99,3.42,52256,17,0,-0.616186139
1772,10.06701066,22.1,19.1,9.0778808,50.23,68.57,92.83,26.37,7.88,47138,20,1,-0.562118918
750,7.775205953,13.2,18.8,3.508918389,49.81,81.7,86.22,38.32,5.37,86510,26,0,-0.653926467
550,8.462630501,23.8,24.3,4.160499158,51.2,80.61,94.21,26.2,6.17,73621,32,1,-0.634878272
1044,10.39466061,13.6,19.3,4.819106707,50.36,75.95,91.5,25.46,6.3,55455,20,0,-0.634878272
276,8.944352724,14.1,21,5.278981007,49.19,72.2,92.18,24.8,6.53,55764,18,1,-0.653926467
222,14.84171779,15.2,25.1,13.33599703,51.33,67.09,94.8,13.82,6.3,45432,23,1,-0.634878272
181,9.373410927,14.3,22.1,3.113570803,50.3,67.48,97.72,20.67,4.93,55994,23,0,-0.653926467
1659,6.539142957,15.4,17.4,5.072193602,49.43,75.42,87.47,41.33,5.54,83182,26,1,-0.616186139
371,10.43280857,15.2,19.9,3.636417687,49,73.25,94.14,27.52,8.16,48476,17,0,-0.597837001
813,8.434610714,16,17.4,1.99456542,50.35,79.27,94.61,27.42,5.6,73085,30,0,-0.597837001
365,18.41447872,26.3,30.9,8.574475745,47.05,76.02,93.98,28.55,6.41,34976,18,0,-0.616186139
332,14.51455635,21.5,29.9,4.110485418,49.18,68.98,96.7,22.38,7.18,53986,22,0,-0.653926467
139,15.78947368,25.4,32.3,1.753190223,49.69,62.36,98.04,21.38,4.89,44216,18,0,-0.597837001
160,18.43732717,29,31.4,6.901580126,45.68,70.96,89.93,12.34,8.6,43139,19,1,-0.597837001
196,20.43917161,30.9,30.8,3.127027398,50.01,66.84,92.44,13.34,12.08,38789,23,0,-0.693147181
211,17.95094422,25.9,32.8,1.503684727,49.23,68.5,95.74,12.07,8.87,39744,29,0,-0.616186139
135,20.57919199,20.6,34,2.22415736,49.7,54.54,97.07,11.77,8.45,33145,28,0,-0.634878272
98,19.6907818,24.5,33.6,10.79547545,49.95,68.56,97.93,11.5,5.04,38906,33,1,-0.579818495
864,14.5351301,18.2,22.8,11.61802108,48.38,79.87,82.52,47.66,5.59,49059,18,1,-0.673344553
1438,16.28308479,26.8,29.5,6.76039176,50.05,73.66,89.17,19.66,8.57,44971,17,0,-0.634878272
295,17.93808032,34,32.1,7.42149187,48.15,69.28,90.79,13.99,8.74,36160,17,1,-0.653926467
165,18.88241525,19.7,30.3,8.032138731,50.07,68.4,96.67,15.26,6.36,41740,34,0,-0.579818495
257,14.34590747,29.8,30.3,4.628188693,51.05,73.74,91.8,21.3,6.62,48264,21,0,-0.597837001
245,18.93717497,30.9,30.4,2.620010973,49.39,58.78,96.74,21.99,8.86,43498,22,0,-0.733969175
